,title,write_date,score,content
1491,레일로드 워,2021-07-17,5,딩성이 연출한 <레일로드 워>는 2016년에 제작되고 성룡이 주연을 맡은 액션코미디물입니다.  일본이 중국을 점령하고 있을 당시 철도노동자이자 작업반장을 맡고 있는 마위안(성룡)은 우연히 팔로군 병사를 숨겨주게 되고 그들이 완수 하지 못한 작전을 자신이 소속되어있는 항일게라군인 '비호'가 대신 수행하려고 합니다.  이야기는 소제목을 통해 친절히 설명도 되고 있지만 쉽게 따라갈 수 있는 작품입니다. 워낙 큰 역사적 배경을 안고 가는 작품이라 고증도 중요하게 생각할 수도 있지만 기본적인 것만 맞는다면 그 위에서 이루어지는 상상력은 나쁘지 않다고 생각합니다.  <레일로드 워>는 그 상상력으로 이루어진 작품입니다. 시대를 감안하면 무거운 분위기로 흘러할 것처럼 보이지만 이 영화는 가벼운 톤을 시종일관 유지합니다. 일본군들의 캐릭터가 좀 더 강조되고 있는데 색다른 연출과 설정이라 신선했습니다.  근 10년 동안 성룡의 작품들이 하나같이 실망스럽고 국뽕에 취한 작품들만 출연했는데 최소한 이 작품은 성룡 전성기의 모습을 살짝 엿볼 수 있는 작품이었습니다. 액션 설계가 최근 몇 년 동안 보여준 것에 비하면 신선했습니다. 그렇지만 국뽕은 이번 작품에서도 유지하고 있습니다.  이젠 혼자의 힘으로 영화 전체를 이끌기엔 부족한 성룡이라 팀플레이로 이야기를 만들고 캐릭터 플레이를 하는 영리함은 있지만 이젠 더 이상 80~90년대의 그의 모습은 찾아보기 힘든 것 같습니다. 외형적인 것은 어쩔 수 없지만 그 이외의 변화들이 사실 좀 많이 아쉽습니다. more
1494,루카,2021-06-24,10,"  이탈리아 어촌 리비에라를 배경으로 삼은 ‘루카’는 다름을 인정하고  받아들이는 포용력의 미덕을 교훈 삼은 청량한 작품이다. ‘인어’가 아닌  ‘원피스’의 ‘어인’에 가까운 루카(제이콥 트렘블레이) 가족은 ‘괴물’이라  불리지만 ‘괴물’보다는 다른 인종, 혹은 다른 문화권에 사는 엄연한 인류의  한 종으로 봐야 할 이들이다.  그러나 육지에 사는 인류가 거의 일방적으로 자신들의 입지만을 최상위에  올려놓고 인류들 중에도 백인들의 오만한 시선으로 지구상의 다양한 이들의  삶이 비극에 처해있듯 루카의 가족들 또한 차별과 배제를 각오하고  해저에서 조용히 살아야 할 운명이다. 그러나 언제나 이런 고정관념과 틀을  벗어나 새로운 삶을 시도할 용기는 발생하기 마련이고 루카가 육지에  올라오기 전 루카의 친구 알베르토(잭 딜런 그레이저)는 금기를 깨고  자유로이 육지와 바다를 오가는 생활을 하는 아이였다. 해저에서 생활하던  이들이 육지에 올라오면 자연스레 사람의 모습을 보이는데 이 점에서  이들은 유전학적으로 봐도 신인류라고 불릴만한 이들이지 ‘괴물’이라고  일방적인 매도를 당할 인물들은 아니다.  루카카 알베르토를 만난 이후 즐겁게 육지와 바다를 오가는 생활을 하다가  이탈리아 유명 스쿠터 브랜드 ‘베스파’를 동경하는 두 소년은 급기야 마을로  들어오게 되고 육지로 나간 아들을 걱정하는 루카의 부모는 아들을 찾아  육지로 올라오면서 작품은 두 소년이 마을에서 벌이는 모험극과 루카의  부모와 쫓고 쫓기는 추격전까지 더해지면서 액션의 시선에서도 아주 흥겨운  구성을 취한다.  알베르토 덕에 육지로 올라온 루카는 친구 줄리아(엠마 버만)을 통해 바다를  벗어난 광활한 세상에 대해 알게되고 알베르토는 이런 루카를 질투하며  순간 둘의 사이가 벌어지고 급기야 루카가 알베르토를 바다 괴물로  폭로하는 지경에 이른다. 베스파를 위해 포르폰토스 경기를 하는 과정에서  악역은 전형성을 보이는 인물로 이 악역과의 대결도 꽤 큰 재미를 선사하며  작품은 오롯이 이탈리아 어촌 지역의 풍광과 문화를 아주 친절하고  세밀하게 소개해 주는 가이드 역할까지 충실히 해낸다.  전형적인 교훈을 전달하지만 그 전형적인 교훈이 아직도 유효한 세상에서  이탈리아 여행 문화 기행과 같은 작품은 어린이들 시선에서 외국에 대한  이해를 위해서도 좋은 교재가 되며 청량하게 묘사한 CG가 전혀 어색함 없이  자연스레 눈에 들어와 보는 거 자체가 기분 좋은 작품이다. more"
1495,루카,2021-06-20,8,픽사가 픽사했다. 무슨 말이 필요하랴..
1496,리얼생존예능 펀하우스,2021-04-16,9,청불답게 질FUN한 영화 흥해라 ㅋ
1497,리틀 조,2021-04-21,9,"화훼 농가에서 재배하는 꽃들은 시각적인 아름다움과 후각을 통한  기분전환을 기능성으로 우리 사회에서 차지하는 바가 크다. 식량으로 .  쓰이지는 못하지만 정서적인 안정감과 심미성을 추구하는 인간이라는 종  특유의 가치 덕에 꽃은 농산물 중 실용을 넘어선 하나의 예술을 추구하는  분야라고 할 수 있다.  꽃이 시각적인 아름다움과 더불어 인간의 후각에 미치는 영향도 상당하다고  했을 때 현대 화훼 연구자들은 인간들의 후각을 통해 심리적 안정감을  일으키는 종을 재배하려고 할 것이다. 그러나 이 과정에서 유전적 변이를  일으킨 종이 사람들이 예상하는 기능 이상을 할 때 이는 순간 소름 끼치는  일이 될 것이며 SF 장르에서 살펴 볼 수 있는 외계인 침공이나 혹은  전체주의 사회가 된 사회상을 예상할 수 있다.  앨리스(에밀리 비샴)과 크리스(벤 위쇼)가 재배하던 종이 1차 적으로 다른  동료들이 재배하던 좋은 파멸시킨다. 그 파멸은 동료들 간의 갈등을  극심하게 만들고 이는 하나의 침략 행위와 비견될 만한 심각한 문제에  직면한다. 앨리스가 재배한 종이 타 종을 잠식하고 이후  벨라(개리 폭스)가 데리고 다니는 개에게 자신의 포자를 퍼뜨려 후각 세포를  자극하자 주인인 벨라를 나 몰라라하는 사태가 발생한다. 개에게 이상한  징후가 포착되지만 일하는 이들은 그게 뭐 대수인 듯 넘기는데 개를  변화시킨 위협적인 꽃은 크리스가 실수로 꽃의 포자를 콧구멍으로 흡입하고  앨리스가 무단으로 실험 중인 꽃을 집에 가져와 아들인 조가 그 냄새를 맡게  되면서 인류 사회의 엄청난 지옥도가 펼쳐진다. 대규모 SF 작품처럼  시각적인 쾌감을 연출하는 장면은 없으나 앨리스는 초반에 별반 대수롭지  않게 생각했던 일들이 자신의 아들 조와 동료 크리스를 통해 사람들이  자신이 아닌 자신을 연기하는 기묘한 행동들을 보이자 그제야 꽃의  위험성을 알고 이를 저지하려 하지만 꽃의 포자에 중독된 이들의 뇌는  돌이킬 수 없는 지경이 된다.  꽃을 통한 인간의 전체주의적 잠식은 외계인이 침투해 인간 사회를  의식적으로 잠식하는 과정과 똑같으며 이런 상황에서 앨리스만이 자신이  재배한 꽃의 부작용을 우려하고 이를 저지하려는 서사도 신선하다기 보다  어느 정도 타 작품에서 익숙하게 접한 부분이 많다. 화훼 재배, 연구 시설의  벽면 색감이나 앨리스의 집이 에드워드 호퍼의 회화를 연상시키고 현실과  상상이 혼재된 특이한 인상을 남기고 작품의 느린 호흡과 분명히 일본풍의  배경음악일 텐데 간간이 등장하는 특이한 점도 영화의 분위기를 대변한다.  작품의 전반적인 분위기가 상당히 정적인데다가 느린 호흡 덕에 SF  장르라는 특성에도 불구하고 전체주의로 변하는 인간 사회가 위기로까지  느껴지지는 않는다. 느린 호흡의 서서히 잠식당하는 그래서 어쩌면 더  위협적이고 위험한 꽃의 잠식은 식물 특유의 정적이고 고요함 속에서  서서히 인간사회를 잠식하는 모습이 인상적인 작품이다. more"
1502,마크맨,2021-05-12,6,짐(리암 니슨)은 전직 해병대 출신으로 멕시코 국경지대에서 목장을  운영하다가 아내 병 수발로 전 재산을 잃고 길거리에 나 안게 생겼다.  남부인이지만 인종주의자도 아닌 그는 국경에서 발생한 밀입국 사건이나  그로 인해 발생하는 멕시코 인들의 사망 사건을 무덤덤하게 국경  수비대에게 신고하며 살다가 로사(테레사 루이즈)와 그녀의 아들  미겔(제이콥 페레즈)이 멕시코의 마약 일당 카르텔에게 쫓기는 걸 목격하고  심지어 그들 일당 중 우두머리 마우리시오(후안 파블로 라바) 동생을 죽여  미겔을 데리고 도피 생활을 시작한다. 이동하면서 도피는 자연스레 로드  무비의 형식을 띠기도 하는데 길 위의 낭만을 느끼기 전에 이들을 쫓는  카르텔의 매서운 공격이 그런 낭만을 허락지 않는다.  짐의 리암 니슨이라는 인장 덕에 관객은 자연스레 그가 액션 스타가 된  테이큰을 연상하고 영화 홍보의 초점 또한 그런 이력에 기초한 바 화끈하고  눈을 뗄 수 없는 액션을 기대할 여지가 있지만 작품은 예상보다 훨씬  지루하고 긴장감을 조성하기가 쉽지 않다. 카르텔과의 첫 대명 이후 상당한  액션이 나올 것 같지만 이들로부터 도피 생활을 시작한 이후 짐의 안전한  도피를 우선시하는 성향 때문인지 작품의 진행 속도가 상당히 더딜 뿐  아니라 뚜렷하게 시각적 쾌감을 느낄 만한 장면이 나오지 않는다.  소극적으로 도피만 하다가 마지막에 인적이 드문 목초지에서 짐이 일당들을  호쾌하게 일망타진하듯 응징하는데 그 때까지 상당한 시간을 기다려야 하는  탓에 영화적 재미나 쾌감 모두 얻기가 어렵다.  리암 니슨의 호쾌한 액션을 기대했다면 상당한 실망을 안겨주는 작품이다. more
1503,마크맨,2021-05-01,5,해리슨 포드 '도망자' 아류작에 그친 아쉬움
1504,마크맨,2021-04-17,5,"허망하면서 그저 그런 범죄액션영화였습니다! 멕시코 국경에서 미국으로 넘어온 모자가 보안관을 만나 카르텔에게 쫓고 쫓기는 추격전에서 서로 총을 쏘면서 이들을 지키려는 내용인데, 리암 니슨표 영화치고는 너무 조용하게 전개되는데다 결국 결말에 사망하는 허망한 끝을 맺은 점이 안타깝게만 느껴졌습니다! 전반적으로 조용하면서 허망한 영화였으니, 별 2개 반 드립니다!! more"
1505,만델라 이펙트,2021-03-02,9,웰 메이드 과학 SF의 교과서~!
1506,말리그넌트,2021-10-01,6,이런 황당한 소재로 잘도 영화를 만들었네
1507,말리그넌트,2021-09-27,7,항상 최소 기본빵은 해주는 제임스 완
1508,말리그넌트,2021-09-20,7,제임스 완이 연출한 <말리그넌트>는 한 여성이 겪는 공포에 대한 미스터리와 가족 간의 연대를 주제로 삼고 있는 작품입니다.  93년 한 병원에서 미스터리한 실험과 수술이 진행됩니다. 그리고 연구를 진행하던 박사는 결과를 비디오 담습니다. 현재로 돌아오면 주인공 메디슨이 남편 폭력에 의해 뒤통수에 상처가 나게 되고 임신하고 있던 아이 마저 유산하게 됩니다. 유산이 처음이 아닌 그녀로선 그 충격이 심각한 상황입니다. 그리고 얼마지 나지 않아 메디슨은 환각에 빠져 살인사건을 목격하는데 그 살인마가 다름 아닌 어릴 때 상상 속의 친구였던 가브리엘이었던 겁니다. 살인사건들은 환각의 상황이 아닌 실제로 벌어진 일이었고 충격에 제 정신이 아닌 메디슨을 동생 시드니가 돌봐주게 됩니다.  기본적으론 호러 장르의 영화이지만 가족멜로드라마 성격이 강한 작품입니다. 메디슨을 중심으로 벌어지는 가족의 구성이 조금씩 달라지는데 동생 시드니와의 유대가 굉장히 끈끈합니다. 이에 반해 다른 쪽은 그러지 못하고요.  반전이 많은 작품이라 이야기를 많이 언급하긴 힘들지만 후반에 벌어지는 액션 장면들은 꽤나 훌륭하고 긴장감도 굉장히 잘 유지됩니다. 제임스 완 만의 상상력과 더불어 펼쳐지는 액션 시퀀스가 일품입니다. 그리고 개연성이나 논리적인 연결을 너무 얽매이지 않은 뻔뻔함(?)도 있습니다.  등장하는 배우들이 제임스 완 전작에 출연했던 배우들도 있더라고요. 특히 메디슨 역을 맡은 배우는 <애나벨>의 주인공이기도 했습니다. 그리고 영화의 아이디어는 제임스완의 아내가 줬다고 하네요. <분노의 질주><아쿠아맨>을 거쳐 다시 전공으로 돌아온 제임스 완의 <말리그넌트>는 성공적이라 볼 수 있을 것 같습니다. more
1510,맨 인 더 다크 2,2021-09-09,6,전작에 비해 참신성은 떨어지고 잔인함만 늘었네
